mask_path,split,weather,has_bicycle,bicycle_pixels,valid_pixels,total_pixels,bicycle_pixel_ratio_valid
dissertation/data/processed/iddaw_masks/train/RAIN/gtSeg/7/00000031_mask.png,train,rain,True,4431,3145635,3145728,0.0014086186095971084
dissertation/data/processed/iddaw_masks/val/LOWLIGHT/gtSeg/131/00000024_mask.png,val,lowlight,True,4312,3145712,3145728,0.0013707548561343187
dissertation/data/processed/iddaw_masks/train/SNOW/gtSeg/184/00000090_mask.png,train,snow,True,3903,3145578,3145728,0.00124078945109611
dissertation/data/processed/iddaw_masks/train/FOG/gtSeg/49/00000070_mask.png,train,fog,True,3884,3145681,3145728,0.0012347087959650072
dissertation/data/processed/iddaw_masks/train/FOG/gtSeg/49/00000056_mask.png,train,fog,True,3424,3142538,3145728,0.0010895651858465992
dissertation/data/processed/iddaw_masks/train/SNOW/gtSeg/184/00000084_mask.png,train,snow,True,3368,3145587,3145728,0.0010707063578276486
dissertation/data/processed/iddaw_masks/train/FOG/gtSeg/49/00000067_mask.png,train,fog,True,3365,3145715,3145728,0.0010697091122368048
dissertation/data/processed/iddaw_masks/train/FOG/gtSeg/65/00000041_mask.png,train,fog,True,3346,3145728,3145728,0.0010636647542317708
dissertation/data/processed/iddaw_masks/train/FOG/gtSeg/49/00000024_mask.png,train,fog,True,3131,3145679,3145728,0.0009953335988827849
dissertation/data/processed/iddaw_masks/val/LOWLIGHT/gtSeg/131/00000027_mask.png,val,lowlight,True,3125,3145728,3145728,0.0009934107462565105
dissertation/data/processed/iddaw_masks/train/RAIN/gtSeg/31/00000003_mask.png,train,rain,True,3012,3145728,3145728,0.000957489013671875
dissertation/data/processed/iddaw_masks/train/FOG/gtSeg/49/00000101_mask.png,train,fog,True,2831,3145728,3145728,0.0008999506632486979
dissertation/data/processed/iddaw_masks/train/FOG/gtSeg/58/00000052_mask.png,train,fog,True,2810,3145728,3145728,0.0008932749430338541
dissertation/data/processed/iddaw_masks/train/FOG/gtSeg/49/00000055_mask.png,train,fog,True,2344,3145667,3145728,0.0007451519820756616
dissertation/data/processed/iddaw_masks/train/RAIN/gtSeg/3/00000007_mask.png,train,rain,True,2313,3145687,3145728,0.0007352924814197979
dissertation/data/processed/iddaw_masks/train/LOWLIGHT/gtSeg/144/00000005_mask.png,train,lowlight,True,2199,3143552,3145728,0.000699527159086282
dissertation/data/processed/iddaw_masks/train/LOWLIGHT/gtSeg/120/00000003_mask.png,train,lowlight,True,2122,3145701,3145728,0.0006745714230309874
dissertation/data/processed/iddaw_masks/train/FOG/gtSeg/63/00000021_mask.png,train,fog,True,2092,3145728,3145728,0.0006650288899739584
dissertation/data/processed/iddaw_masks/train/FOG/gtSeg/49/00000074_mask.png,train,fog,True,2090,3145618,3145728,0.0006644163404456613
dissertation/data/processed/iddaw_masks/train/FOG/gtSeg/49/00000069_mask.png,train,fog,True,1969,3145727,3145728,0.0006259284419785951
dissertation/data/processed/iddaw_masks/train/LOWLIGHT/gtSeg/120/00000000_mask.png,train,lowlight,True,1944,3145728,3145728,0.00061798095703125
dissertation/data/processed/iddaw_masks/train/SNOW/gtSeg/184/00000083_mask.png,train,snow,True,1896,3145628,3145728,0.0006027413285995674
dissertation/data/processed/iddaw_masks/train/FOG/gtSeg/49/00000058_mask.png,train,fog,True,1865,3145703,3145728,0.0005928722450911608
dissertation/data/processed/iddaw_masks/train/FOG/gtSeg/49/00000054_mask.png,train,fog,True,1845,3145682,3145728,0.0005865182812502981
dissertation/data/processed/iddaw_masks/train/FOG/gtSeg/49/00000053_mask.png,train,fog,True,1821,3145676,3145728,0.0005788898793136992
dissertation/data/processed/iddaw_masks/train/LOWLIGHT/gtSeg/150/00000001_mask.png,train,lowlight,True,1802,3145728,3145728,0.0005728403727213541
dissertation/data/processed/iddaw_masks/train/RAIN/gtSeg/30/00000007_mask.png,train,rain,True,1704,3143508,3145728,0.000542069560503743
dissertation/data/processed/iddaw_masks/train/FOG/gtSeg/49/00000159_mask.png,train,fog,True,1584,3145728,3145728,0.0005035400390625
dissertation/data/processed/iddaw_masks/train/FOG/gtSeg/65/00000047_mask.png,train,fog,True,1464,3145728,3145728,0.00046539306640625
dissertation/data/processed/iddaw_masks/train/RAIN/gtSeg/27/00000069_mask.png,train,rain,True,1366,3145728,3145728,0.0004342397054036458
dissertation/data/processed/iddaw_masks/train/LOWLIGHT/gtSeg/120/00000005_mask.png,train,lowlight,True,1316,3145728,3145728,0.0004183451334635417
dissertation/data/processed/iddaw_masks/train/FOG/gtSeg/49/00000093_mask.png,train,fog,True,1266,3145725,3145728,0.0004024509453305677
dissertation/data/processed/iddaw_masks/train/FOG/gtSeg/49/00000109_mask.png,train,fog,True,1253,3145728,3145728,0.00039831797281901043
dissertation/data/processed/iddaw_masks/train/FOG/gtSeg/63/00000034_mask.png,train,fog,True,1231,3145728,3145728,0.00039132436116536457
dissertation/data/processed/iddaw_masks/train/FOG/gtSeg/63/00000018_mask.png,train,fog,True,1184,3145728,3145728,0.0003763834635416667
dissertation/data/processed/iddaw_masks/train/FOG/gtSeg/49/00000068_mask.png,train,fog,True,1183,3145685,3145728,0.00037607071273824304
dissertation/data/processed/iddaw_masks/train/SNOW/gtSeg/184/00000088_mask.png,train,snow,True,1123,3145252,3145728,0.0003570461126803194
dissertation/data/processed/iddaw_masks/train/RAIN/gtSeg/30/00000108_mask.png,train,rain,True,1117,3145728,3145728,0.00035508473714192707
dissertation/data/processed/iddaw_masks/train/FOG/gtSeg/49/00000066_mask.png,train,fog,True,1111,3145728,3145728,0.00035317738850911457
dissertation/data/processed/iddaw_masks/train/FOG/gtSeg/63/00000000_mask.png,train,fog,True,1080,3145664,3145728,0.00034332973896767104
dissertation/data/processed/iddaw_masks/train/LOWLIGHT/gtSeg/147/00000000_mask.png,train,lowlight,True,1068,3145728,3145728,0.000339508056640625
dissertation/data/processed/iddaw_masks/train/FOG/gtSeg/49/00000095_mask.png,train,fog,True,1055,3145728,3145728,0.00033537546793619793
dissertation/data/processed/iddaw_masks/train/LOWLIGHT/gtSeg/150/00000000_mask.png,train,lowlight,True,1043,3145728,3145728,0.00033156077067057293
dissertation/data/processed/iddaw_masks/train/FOG/gtSeg/65/00000002_mask.png,train,fog,True,1035,3145722,3145728,0.00032901826671269743
dissertation/data/processed/iddaw_masks/train/LOWLIGHT/gtSeg/166/00000005_mask.png,train,lowlight,True,1032,3144307,3145728,0.00032821222609624316
dissertation/data/processed/iddaw_masks/train/FOG/gtSeg/49/00000160_mask.png,train,fog,True,1011,3145633,3145728,0.0003213979507463204
dissertation/data/processed/iddaw_masks/train/FOG/gtSeg/49/00000131_mask.png,train,fog,True,991,3145727,3145728,0.0003150305159983686
dissertation/data/processed/iddaw_masks/train/FOG/gtSeg/49/00000105_mask.png,train,fog,True,928,3145728,3145728,0.0002950032552083333
dissertation/data/processed/iddaw_masks/train/LOWLIGHT/gtSeg/120/00000004_mask.png,train,lowlight,True,894,3144756,3145728,0.00028428278696344007
dissertation/data/processed/iddaw_masks/train/LOWLIGHT/gtSeg/167/00000010_mask.png,train,lowlight,True,734,3145728,3145728,0.00023333231608072916
dissertation/data/processed/iddaw_masks/train/FOG/gtSeg/65/00000007_mask.png,train,fog,True,724,3145728,3145728,0.00023015340169270834
dissertation/data/processed/iddaw_masks/train/LOWLIGHT/gtSeg/109/00000001_mask.png,train,lowlight,True,702,3145728,3145728,0.0002231597900390625
dissertation/data/processed/iddaw_masks/train/RAIN/gtSeg/16/00000001_mask.png,train,rain,True,700,3145728,3145728,0.00022252400716145834
dissertation/data/processed/iddaw_masks/train/SNOW/gtSeg/184/00000080_mask.png,train,snow,True,677,3145648,3145728,0.00021521797734520837
dissertation/data/processed/iddaw_masks/train/FOG/gtSeg/49/00000052_mask.png,train,fog,True,652,3145707,3145728,0.0002072666017528015
dissertation/data/processed/iddaw_masks/train/FOG/gtSeg/65/00000011_mask.png,train,fog,True,640,3145728,3145728,0.00020345052083333334
dissertation/data/processed/iddaw_masks/train/FOG/gtSeg/49/00000108_mask.png,train,fog,True,626,3145728,3145728,0.00019900004069010416
dissertation/data/processed/iddaw_masks/train/RAIN/gtSeg/2/00000035_mask.png,train,rain,True,623,3145109,3145728,0.00019808534457788266
dissertation/data/processed/iddaw_masks/train/FOG/gtSeg/49/00000023_mask.png,train,fog,True,609,3145357,3145728,0.00019361872118172914
dissertation/data/processed/iddaw_masks/train/FOG/gtSeg/85/00000011_mask.png,train,fog,True,605,3145711,3145728,0.00019232535983121146
dissertation/data/processed/iddaw_masks/train/FOG/gtSeg/49/00000168_mask.png,train,fog,True,603,3142941,3145728,0.00019185851722956302
dissertation/data/processed/iddaw_masks/train/FOG/gtSeg/49/00000081_mask.png,train,fog,True,546,3145657,3145728,0.00017357264317120397
dissertation/data/processed/iddaw_masks/train/FOG/gtSeg/63/00000026_mask.png,train,fog,True,515,3145627,3145728,0.00016371934752594633
dissertation/data/processed/iddaw_masks/train/FOG/gtSeg/58/00000053_mask.png,train,fog,True,428,3145728,3145728,0.00013605753580729166
dissertation/data/processed/iddaw_masks/train/FOG/gtSeg/49/00000103_mask.png,train,fog,True,401,3145716,3145728,0.00012747495323799096
dissertation/data/processed/iddaw_masks/train/LOWLIGHT/gtSeg/144/00000006_mask.png,train,lowlight,True,398,3145723,3145728,0.00012652099374293286
dissertation/data/processed/iddaw_masks/train/FOG/gtSeg/63/00000019_mask.png,train,fog,True,362,3145642,3145728,0.00011507984697559353
dissertation/data/processed/iddaw_masks/train/FOG/gtSeg/85/00000013_mask.png,train,fog,True,353,3145728,3145728,0.00011221567789713542
dissertation/data/processed/iddaw_masks/train/FOG/gtSeg/63/00000040_mask.png,train,fog,True,305,3145728,3145728,9.695688883463542e-05
dissertation/data/processed/iddaw_masks/train/FOG/gtSeg/63/00000027_mask.png,train,fog,True,303,3145728,3145728,9.632110595703125e-05
dissertation/data/processed/iddaw_masks/train/FOG/gtSeg/63/00000008_mask.png,train,fog,True,293,3145728,3145728,9.314219156901042e-05
dissertation/data/processed/iddaw_masks/train/FOG/gtSeg/49/00000104_mask.png,train,fog,True,292,3145728,3145728,9.282430013020833e-05
dissertation/data/processed/iddaw_masks/train/FOG/gtSeg/49/00000100_mask.png,train,fog,True,281,3145728,3145728,8.932749430338542e-05
dissertation/data/processed/iddaw_masks/train/FOG/gtSeg/58/00000091_mask.png,train,fog,True,270,3145728,3145728,8.58306884765625e-05
dissertation/data/processed/iddaw_masks/train/LOWLIGHT/gtSeg/167/00000009_mask.png,train,lowlight,True,261,3145728,3145728,8.296966552734375e-05
dissertation/data/processed/iddaw_masks/train/RAIN/gtSeg/30/00000135_mask.png,train,rain,True,232,3145728,3145728,7.375081380208333e-05
dissertation/data/processed/iddaw_masks/train/FOG/gtSeg/65/00000006_mask.png,train,fog,True,231,3145715,3145728,7.343322583260086e-05
dissertation/data/processed/iddaw_masks/train/FOG/gtSeg/49/00000022_mask.png,train,fog,True,229,3145702,3145728,7.279774117192283e-05
dissertation/data/processed/iddaw_masks/train/FOG/gtSeg/60/00000000_mask.png,train,fog,True,215,3145728,3145728,6.834665934244792e-05
dissertation/data/processed/iddaw_masks/train/LOWLIGHT/gtSeg/167/00000013_mask.png,train,lowlight,True,193,3145663,3145728,6.135431544955706e-05
dissertation/data/processed/iddaw_masks/train/FOG/gtSeg/63/00000035_mask.png,train,fog,True,165,3145727,3145728,5.2452104076418584e-05
dissertation/data/processed/iddaw_masks/train/FOG/gtSeg/63/00000033_mask.png,train,fog,True,153,3145719,3145728,4.863752928980624e-05
dissertation/data/processed/iddaw_masks/train/LOWLIGHT/gtSeg/167/00000008_mask.png,train,lowlight,True,146,3145727,3145728,4.641216481913402e-05
dissertation/data/processed/iddaw_masks/train/RAIN/gtSeg/31/00000011_mask.png,train,rain,True,140,3145710,3145728,4.450505609226534e-05
dissertation/data/processed/iddaw_masks/train/FOG/gtSeg/63/00000037_mask.png,train,fog,True,127,3145728,3145728,4.0372212727864586e-05
dissertation/data/processed/iddaw_masks/train/FOG/gtSeg/65/00000042_mask.png,train,fog,True,119,3145728,3145728,3.7829081217447914e-05
dissertation/data/processed/iddaw_masks/train/FOG/gtSeg/46/00000010_mask.png,train,fog,True,103,3145728,3145728,3.2742818196614586e-05
dissertation/data/processed/iddaw_masks/train/RAIN/gtSeg/31/00000010_mask.png,train,rain,True,99,3145705,3145728,3.14714825452482e-05
dissertation/data/processed/iddaw_masks/train/LOWLIGHT/gtSeg/156/00000016_mask.png,train,lowlight,True,91,3145728,3145728,2.8928120930989582e-05
dissertation/data/processed/iddaw_masks/train/FOG/gtSeg/58/00000090_mask.png,train,fog,True,64,3145728,3145728,2.0345052083333332e-05
dissertation/data/processed/iddaw_masks/train/RAIN/gtSeg/2/00000047_mask.png,train,rain,True,33,3145376,3145728,1.0491591466330257e-05
dissertation/data/processed/iddaw_masks/train/FOG/gtSeg/58/00000096_mask.png,train,fog,True,23,3145728,3145728,7.311503092447917e-06
